Год,Статья_норм,Показатель,Осуждено,Оправдано,Лишение свободы,Условное лишение свободы,Ограничение свободы,Штраф,Исправительные работы,Обязательные работы,Принудительные меры к невменяемым
2018,124 ч.1,Статья 124 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,123 ч.3,Статья 123 часть 3,0,0,0,0,0,0,0,0,0
2020,124 ч.1,Статья 124 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,123 ч.3,Статья 123 ч. 3,0,0,0,0,0,0,0,0,0
2021,124 ч.1,Статья 124 ч. 1,0,0,0,0,0,0,0,0,0
2023,124 ч.1,Статья 124 часть 1,0,0,0,0,0,0,0,0,0
2019,124 ч.2,Статья 124 часть 2 УК РФ,5,0,0,4,0,0,0,0,2
2018,124 ч.2,Статья 124 часть 2 УК РФ,4,0,2,2,0,0,0,0,0
2024,124 ч.1,Статья 124 часть 1,0,0,0,0,0,0,0,0,0
2020,124 ч.2,Статья 124 часть 2 УК РФ,3,1,1,2,0,0,0,0,0
2022,124 ч.1,Статья 124 ч. 1,0,0,0,0,0,0,0,0,0
2021,124 ч.2,Статья 124 ч. 2,5,1,1,4,0,0,0,0,0
2023,124 ч.2,Статья 124 часть 2,1,2,0,1,0,0,0,0,0
2019,124.1 ч.2,Статья 124.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,125,Статья 125 УК РФ,125,0,3,11,2,57,22,28,3
2024,124 ч.2,Статья 124 часть 2,7,3,0,7,0,0,0,0,0
2020,124.1 ч.1,Статья 124.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,124 ч.2,Статья 124 ч. 2,3,3,1,1,0,0,0,0,0
2021,124.1 ч.1,Статья 124.1 ч. 1,0,0,0,0,0,0,0,0,0
2023,124.1 ч.1,Статья 124.1 часть 1,0,0,0,0,0,0,0,0,0
2019,125,Статья 125 УК РФ,111,0,7,5,0,42,26,26,17
2018,126 ч.1,Статья 126 часть 1 УК РФ,19,0,12,7,0,0,0,0,0
2024,124.1 ч.1,Статья 124.1 часть 1,0,0,0,0,0,0,0,0,0
2020,124.1 ч.2,Статья 124.1 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,124.1 ч.1,Статья 124.1 ч. 1,0,0,0,0,0,0,0,0,0
2021,124.1 ч.2,Статья 124.1 ч. 2,0,0,0,0,0,0,0,0,0
2023,124.1 ч.2,Статья 124.1 часть 2,0,0,0,0,0,0,0,0,0
2019,126 ч.1,Статья 126 часть 1 УК РФ,16,0,3,13,0,0,0,0,7
2018,126 ч.2,Статья 126 часть 2 УК РФ,254,1,227,27,0,0,0,0,5
2024,124.1 ч.2,Статья 124.1 часть 2,0,0,0,0,0,0,0,0,0
2020,125,Статья 125 УК РФ,87,0,0,6,1,41,16,21,0
2022,124.1 ч.2,Статья 124.1 ч. 2,0,0,0,0,0,0,0,0,0
2021,125,Статья 125,79,0,3,3,0,37,11,20,1
2023,125,Статья 125,96,1,3,8,0,41,10,29,3
2019,126 ч.2,Статья 126 часть 2 УК РФ,259,3,223,35,0,0,0,0,0
2018,126 ч.3,Статья 126 часть 3 УК РФ,30,1,30,0,0,0,0,0,0
2024,125,Статья 125,67,0,2,3,0,38,5,17,1
2020,126 ч.1,Статья 126 часть 1 УК РФ,23,0,9,11,3,0,0,0,0
2022,125,Статья 125,111,1,3,9,1,45,15,31,4
2021,126 ч.1,Статья 126 ч. 1,34,0,17,14,0,0,0,0,1
2023,126 ч.1,Статья 126 часть 1,30,0,7,19,0,0,0,0,0
2019,126 ч.3,Статья 126 часть 3 УК РФ,12,0,12,0,0,0,0,0,0
2018,127 ч.1,Статья 127 часть 1 УК РФ,34,1,11,4,17,0,0,0,0
2024,126 ч.1,Статья 126 часть 1,20,0,6,9,0,0,0,0,0
2020,126 ч.2,Статья 126 часть 2 УК РФ,228,2,194,31,2,0,1,0,0
2022,126 ч.1,Статья 126 ч. 1,19,0,9,10,0,0,0,0,0
2021,126 ч.2,Статья 126 ч. 2,210,0,169,36,0,0,0,0,12
2023,126 ч.2,Статья 126 часть 2,358,4,288,64,0,0,1,0,4
2019,127 ч.1,Статья 127 часть 1 УК РФ,40,1,6,8,24,0,0,1,11
2018,127 ч.2,Статья 127 часть 2 УК РФ,113,0,47,64,0,0,1,0,5
2024,126 ч.2,Статья 126 часть 2,358,4,318,37,0,0,0,0,5
2020,126 ч.3,Статья 126 часть 3 УК РФ,10,3,6,4,0,0,0,0,0
2022,126 ч.2,Статья 126 ч. 2,287,3,238,47,0,0,1,0,10
2021,126 ч.3,Статья 126 ч. 3,26,0,25,1,0,0,0,0,0
2023,126 ч.3,Статья 126 часть 3,37,0,37,0,0,0,0,0,0
2019,127 ч.2,Статья 127 часть 2 УК РФ,98,1,47,50,0,0,0,0,22
2018,127 ч.3,Статья 127 часть 3 УК РФ,9,0,9,0,0,0,0,0,1
2024,126 ч.3,Статья 126 часть 3,22,6,20,2,0,0,0,0,0
2020,127 ч.1,Статья 127 часть 1 УК РФ,43,0,10,5,24,2,0,0,0
2022,126 ч.3,Статья 126 ч. 3,27,0,27,0,0,0,0,0,0
2021,127 ч.1,Статья 127 ч. 1,29,0,4,5,14,2,0,0,1
2023,127 ч.1,Статья 127 часть 1,20,0,2,3,8,1,0,0,0
2019,127 ч.3,Статья 127 часть 3 УК РФ,6,0,4,1,0,0,0,0,0
2018,127.1 ч.1,Статья 127.1 часть 1 УК РФ,2,0,0,2,0,0,0,0,0
2024,127 ч.1,Статья 127 часть 1,16,0,0,2,8,0,0,0,0
2020,127 ч.2,Статья 127 часть 2 УК РФ,69,0,31,33,1,1,0,0,0
2022,127 ч.1,Статья 127 ч. 1,21,0,5,6,8,2,0,0,2
2021,127 ч.2,Статья 127 ч. 2,95,1,44,41,0,1,0,0,5
2023,127 ч.2,Статья 127 часть 2,90,0,32,48,0,0,2,0,1
2019,127.1 ч.1,Статья 127.1 часть 1 УК РФ,3,0,2,1,0,0,0,0,0
2018,127.1 ч.2,Статья 127.1 часть 2 УК РФ,16,3,11,3,0,1,1,0,0
2024,127 ч.2,Статья 127 часть 2,71,0,25,35,0,0,0,0,6
2020,127 ч.3,Статья 127 часть 3 УК РФ,4,0,4,0,0,0,0,0,0
2022,127 ч.2,Статья 127 ч. 2,89,0,35,48,1,0,2,2,5
2021,127 ч.3,Статья 127 ч. 3,8,0,8,0,0,0,0,0,0
2023,127 ч.3,Статья 127 часть 3,9,0,3,1,0,0,0,0,0
2019,127.1 ч.2,Статья 127.1 часть 2 УК РФ,11,0,10,1,0,0,0,0,0
2018,127.1 ч.3,Статья 127.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,127 ч.3,Статья 127 часть 3,16,0,7,9,0,0,0,0,0
2020,127.1 ч.1,Статья 127.1 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,127 ч.3,Статья 127 ч. 3,4,0,4,0,0,0,0,0,0
2021,127.1 ч.1,Статья 127.1 ч. 1,0,0,0,0,0,0,0,0,0
2023,127.1 ч.1,Статья 127.1 часть 1,0,0,0,0,0,0,0,0,0
2019,127.1 ч.3,Статья 127.1 часть 3 УК РФ,2,0,2,0,0,0,0,0,0
2018,127.2 ч.1,Статья 127.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,127.1 ч.1,Статья 127.1 часть 1,0,0,0,0,0,0,0,0,0
2020,127.1 ч.2,Статья 127.1 часть 2 УК РФ,16,0,5,11,0,0,0,0,0
2022,127.1 ч.1,Статья 127.1 ч. 1,0,0,0,0,0,0,0,0,0
2021,127.1 ч.2,Статья 127.1 ч. 2,16,0,10,6,0,0,0,0,0
2023,127.1 ч.2,Статья 127.1 часть 2,15,0,11,4,0,0,0,0,0
2019,127.2 ч.1,Статья 127.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,127.2 ч.2,Статья 127.2 часть 2 УК РФ,3,0,3,0,0,0,0,0,0
2024,127.1 ч.2,Статья 127.1 часть 2,12,0,4,4,0,0,0,0,0
2020,127.1 ч.3,Статья 127.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,127.1 ч.2,Статья 127.1 ч. 2,9,0,4,4,0,0,1,0,0
2021,127.1 ч.3,Статья 127.1 ч. 3,0,0,0,0,0,0,0,0,0
2023,127.1 ч.3,Статья 127.1 часть 3,2,0,2,0,0,0,0,0,0
2019,127.2 ч.2,Статья 127.2 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,127.2 ч.3,Статья 127.2 часть 3 УК РФ,3,0,2,1,0,0,0,0,0
2024,127.1 ч.3,Статья 127.1 часть 3,0,0,0,0,0,0,0,0,0
2020,127.2 ч.1,Статья 127.2 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,127.1 ч.3,Статья 127.1 ч. 3,2,0,2,0,0,0,0,0,0
2021,127.2 ч.1,Статья 127.2 ч. 1,0,0,0,0,0,0,0,0,0
2023,127.2 ч.1,Статья 127.2 часть 1,0,0,0,0,0,0,0,0,0
2019,127.2 ч.3,Статья 127.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,128 ч.1,Статья 128 часть 1 УК РФ,0,3,0,0,0,0,0,0,0
2024,127.2 ч.1,Статья 127.2 часть 1,0,0,0,0,0,0,0,0,0
2020,127.2 ч.2,Статья 127.2 часть 2 УК РФ,2,0,2,0,0,0,0,0,0
2022,127.2 ч.1,Статья 127.2 ч. 1,0,0,0,0,0,0,0,0,0
2021,127.2 ч.2,Статья 127.2 ч. 2,0,0,0,0,0,0,0,0,0
2023,127.2 ч.2,Статья 127.2 часть 2,0,0,0,0,0,0,0,0,0
2019,128 ч.1,Статья 128 часть 1 УК РФ,1,2,0,1,0,0,0,0,0
2018,128 ч.2,Статья 128 часть 2 УК РФ,1,0,0,1,0,0,0,0,0
2024,127.2 ч.2,Статья 127.2 часть 2,3,0,0,0,0,0,0,0,0
2020,127.2 ч.3,Статья 127.2 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,127.2 ч.2,Статья 127.2 ч. 2,2,0,1,1,0,0,0,0,0
2021,127.2 ч.3,Статья 127.2 ч. 3,0,4,0,0,0,0,0,0,0
2023,127.2 ч.3,Статья 127.2 часть 3,0,0,0,0,0,0,0,0,0
2019,128 ч.2,Статья 128 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,128.1 ч.1,Статья 128.1 часть 1 УК РФ,69,465,0,0,0,57,0,9,1
2024,127.2 ч.3,Статья 127.2 часть 3,0,0,0,0,0,0,0,0,0
2020,128 ч.1,Статья 128 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,127.2 ч.3,Статья 127.2 ч. 3,0,0,0,0,0,0,0,0,0
2021,128 ч.1,Статья 128 ч. 1,0,0,0,0,0,0,0,0,0
2023,128 ч.1,Статья 128 часть 1,0,0,0,0,0,0,0,0,0
2019,128.1 ч.1,Статья 128.1 часть 1 УК РФ,64,505,0,0,0,53,0,8,4
2018,128.1 ч.2,Статья 128.1 часть 2 УК РФ,22,0,0,0,0,13,0,8,0
2024,128 ч.1,Статья 128 часть 1,0,0,0,0,0,0,0,0,0
2020,128 ч.2,Статья 128 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,128 ч.1,Статья 128 ч. 1,0,0,0,0,0,0,0,0,0
2021,128 ч.2,Статья 128 ч. 2,0,0,0,0,0,0,0,0,0
2023,128 ч.2,Статья 128 часть 2,0,0,0,0,0,0,0,0,0
2019,128.1 ч.2,Статья 128.1 часть 2 УК РФ,7,0,0,0,0,0,0,7,4
2018,128.1 ч.3,Статья 128.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,128 ч.2,Статья 128 часть 2,0,0,0,0,0,0,0,0,0
2020,128.1 ч.1,Статья 128.1 часть 1 УК РФ,56,351,0,0,0,47,0,7,0
2022,128 ч.2,Статья 128 ч. 2,0,0,0,0,0,0,0,0,0
2021,128.1 ч.1,Статья 128.1 ч. 1,44,295,0,0,0,33,0,11,0
2023,128.1 ч.1,Статья 128.1 часть 1,24,239,0,0,0,21,0,1,0
2019,128.1 ч.3,Статья 128.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,128.1 ч.4,Статья 128.1 часть 4 УК РФ,6,0,0,0,0,1,0,5,0
2024,128.1 ч.1,Статья 128.1 часть 1,29,221,0,0,0,23,0,4,0
2020,128.1 ч.2,Статья 128.1 часть 2 УК РФ,14,0,0,0,0,7,0,7,0
2022,128.1 ч.1,Статья 128.1 ч. 1,32,241,0,0,0,27,0,5,2
2021,128.1 ч.2,Статья 128.1 ч. 2,15,0,1,0,0,7,0,7,1
2023,128.1 ч.2,Статья 128.1 часть 2,25,0,1,2,0,18,0,4,2
2019,128.1 ч.4,Статья 128.1 часть 4 УК РФ,9,0,0,0,0,2,0,7,2
2018,128.1 ч.5,Статья 128.1 часть 5 УК РФ,7,2,0,0,0,3,0,4,2
2024,128.1 ч.2,Статья 128.1 часть 2,18,0,0,2,0,8,0,8,1
2020,128.1 ч.3,Статья 128.1 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,128.1 ч.2,Статья 128.1 ч. 2,21,0,1,2,0,12,0,5,0
2021,128.1 ч.3,Статья 128.1 ч. 3,0,0,0,0,0,0,0,0,0
2023,128.1 ч.3,Статья 128.1 часть 3,1,1,0,0,0,0,0,1,0
2019,128.1 ч.5,Статья 128.1 часть 5 УК РФ,3,0,0,0,0,1,0,2,0
2018,129 ч.1,Статья 129 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,128.1 ч.3,Статья 128.1 часть 3,0,0,0,0,0,0,0,0,0
2020,128.1 ч.4,Статья 128.1 часть 4 УК РФ,11,0,0,0,0,5,0,4,0
2022,128.1 ч.3,Статья 128.1 ч. 3,0,0,0,0,0,0,0,0,0
2021,128.1 ч.4,Статья 128.1 ч. 4,2,1,0,1,0,1,0,0,1
2023,128.1 ч.4,Статья 128.1 часть 4,2,0,2,0,0,0,0,0,0
2019,129 ч.1,Статья 129 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,129 ч.2,Статья 129 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,128.1 ч.4,Статья 128.1 часть 4,4,0,0,0,0,2,0,1,0
2020,128.1 ч.5,Статья 128.1 часть 5 УК РФ,3,0,0,0,0,2,0,1,0
2022,128.1 ч.4,Статья 128.1 ч. 4,5,0,0,1,0,0,0,4,0
2021,128.1 ч.5,Статья 128.1 ч. 5,3,0,0,0,0,2,0,1,1
2023,128.1 ч.5,Статья 128.1 часть 5,14,0,0,3,0,3,0,7,1
2019,129 ч.2,Статья 129 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,129 ч.3,Статья 129 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,128.1 ч.5,Статья 128.1 часть 5,4,0,0,1,0,1,0,0,2
2020,129 ч.1,Статья 129 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,128.1 ч.5,Статья 128.1 ч. 5,5,0,0,1,0,0,0,4,1
2021,129 ч.1,Статья 129 ч. 1,0,0,0,0,0,0,0,0,0
2023,129 ч.1,Статья 129 часть 1,0,0,0,0,0,0,0,0,0
2019,129 ч.3,Статья 129 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,130 ч.1,Статья 130 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,129 ч.1,Статья 129 часть 1,0,0,0,0,0,0,0,0,0
2020,129 ч.2,Статья 129 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,129 ч.1,Статья 129 ч. 1,0,0,0,0,0,0,0,0,0
2021,129 ч.2,Статья 129 ч. 2,0,0,0,0,0,0,0,0,0
2023,129 ч.2,Статья 129 часть 2,0,0,0,0,0,0,0,0,0
2019,130 ч.1,Статья 130 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,130 ч.2,Статья 130 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2024,129 ч.2,Статья 129 часть 2,0,0,0,0,0,0,0,0,0
2020,129 ч.3,Статья 129 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2022,129 ч.2,Статья 129 ч. 2,0,0,0,0,0,0,0,0,0
2021,129 ч.3,Статья 129 ч. 3,0,0,0,0,0,0,0,0,0
2023,129 ч.3,Статья 129 часть 3,0,0,0,0,0,0,0,0,0
2019,130 ч.2,Статья 130 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2018,131 ч.1,Статья 131 часть 1 УК РФ,789,2,634,149,1,1,3,0,35
2024,129 ч.3,Статья 129 часть 3,0,0,0,0,0,0,0,0,0
2020,130 ч.1,Статья 130 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2022,129 ч.3,Статья 129 ч. 3,0,0,0,0,0,0,0,0,0
2021,130 ч.1,Статья 130 ч. 1,0,0,0,0,0,0,0,0,0
2023,130 ч.1,Статья 130 часть 1,0,0,0,0,0,0,0,0,0
2019,131 ч.1,Статья 131 часть 1 УК РФ,728,3,612,113,0,0,0,0,0
2018,131 ч.2,Статья 131 часть 2 УК РФ,703,2,667,33,1,0,0,0,12
2024,130 ч.1,Статья 130 часть 1,0,0,0,0,0,0,0,0,0
2020,130 ч.2,Статья 130 часть 2 УК РФ,0,0,0,0,0,0,0,0,0
2022,130 ч.1,Статья 130 ч. 1,0,0,0,0,0,0,0,0,0
2021,130 ч.2,Статья 130 ч. 2,0,0,0,0,0,0,0,0,0
2023,130 ч.2,Статья 130 часть 2,0,0,0,0,0,0,0,0,0
2019,131 ч.2,Статья 131 часть 2 УК РФ,589,1,563,25,0,0,0,0,0
2018,131 ч.3,Статья 131 часть 3 УК РФ,325,2,317,6,1,0,1,0,10
2024,130 ч.2,Статья 130 часть 2,0,0,0,0,0,0,0,0,0
2020,131 ч.1,Статья 131 часть 1 УК РФ,559,2,462,94,0,0,0,0,0
2022,130 ч.2,Статья 130 ч. 2,0,0,0,0,0,0,0,0,0
2021,131 ч.1,Статья 131 ч. 1,643,1,539,100,1,1,0,0,27
2023,131 ч.1,Статья 131 часть 1,669,0,559,102,0,0,0,0,28
2019,131 ч.3,Статья 131 часть 3 УК РФ,296,2,280,16,0,0,0,0,0
2018,131 ч.4,Статья 131 часть 4 УК РФ,222,0,218,0,1,0,0,1,8
2024,131 ч.1,Статья 131 часть 1,552,0,485,60,0,0,0,0,22
2020,131 ч.2,Статья 131 часть 2 УК РФ,456,0,441,14,0,0,0,0,0
2022,131 ч.1,Статья 131 ч. 1,617,0,517,96,0,0,0,1,20
2021,131 ч.2,Статья 131 ч. 2,466,2,442,23,0,0,0,0,19
2023,131 ч.2,Статья 131 часть 2,424,1,404,13,0,0,0,0,6
2019,131 ч.4,Статья 131 часть 4 УК РФ,197,5,195,0,2,0,0,0,0
2018,131 ч.5,Статья 131 часть 5 УК РФ,10,0,10,0,0,0,0,0,0
2024,131 ч.2,Статья 131 часть 2,386,0,369,6,0,0,1,0,6
2020,131 ч.3,Статья 131 часть 3 УК РФ,236,3,225,9,1,0,0,0,0
2022,131 ч.2,Статья 131 ч. 2,448,2,433,11,0,0,0,0,12
2021,131 ч.3,Статья 131 ч. 3,258,0,245,13,0,0,0,0,9
2023,131 ч.3,Статья 131 часть 3,328,6,317,9,0,0,0,0,15
2019,131 ч.5,Статья 131 часть 5 УК РФ,5,0,5,0,0,0,0,0,0
2018,132 ч.1,Статья 132 часть 1 УК РФ,273,0,218,53,0,0,1,0,10
2024,131 ч.3,Статья 131 часть 3,332,1,318,9,0,0,0,0,8
2020,131 ч.4,Статья 131 часть 4 УК РФ,194,0,192,0,2,0,0,0,0
2022,131 ч.3,Статья 131 ч. 3,274,2,266,7,0,0,0,0,10
2021,131 ч.4,Статья 131 ч. 4,224,4,220,0,1,0,0,0,17
2023,131 ч.4,Статья 131 часть 4,314,0,311,0,0,0,0,1,17
2019,132 ч.1,Статья 132 часть 1 УК РФ,258,2,199,57,1,1,0,0,0
2018,132 ч.2,Статья 132 часть 2 УК РФ,328,1,314,14,0,0,0,0,11
2024,131 ч.4,Статья 131 часть 4,309,1,308,0,0,0,0,1,13
2020,131 ч.5,Статья 131 часть 5 УК РФ,4,0,4,0,0,0,0,0,0
2022,131 ч.4,Статья 131 ч. 4,299,0,295,0,3,0,0,0,12
2021,131 ч.5,Статья 131 ч. 5,3,0,3,0,0,0,0,0,1
2023,131 ч.5,Статья 131 часть 5,14,0,14,0,0,0,0,0,2
2019,132 ч.2,Статья 132 часть 2 УК РФ,275,0,268,7,0,0,0,0,0
2018,132 ч.3,Статья 132 часть 3 УК РФ,209,2,202,6,0,0,0,0,11
2024,131 ч.5,Статья 131 часть 5,19,0,18,0,0,0,0,0,0
2020,132 ч.1,Статья 132 часть 1 УК РФ,254,1,196,56,0,0,0,0,0
2022,131 ч.5,Статья 131 ч. 5,3,0,2,0,0,0,0,0,1
2021,132 ч.1,Статья 132 ч. 1,251,0,204,43,0,0,0,0,13
2023,132 ч.1,Статья 132 часть 1,334,1,269,58,0,0,1,0,18
2019,132 ч.3,Статья 132 часть 3 УК РФ,212,0,202,9,0,0,0,0,0
2018,132 ч.4,Статья 132 часть 4 УК РФ,1195,10,1180,2,5,2,1,2,181
2024,132 ч.1,Статья 132 часть 1,282,0,241,36,0,0,1,0,16
2020,132 ч.2,Статья 132 часть 2 УК РФ,235,0,217,18,0,0,0,0,0
2022,132 ч.1,Статья 132 ч. 1,257,1,210,44,1,0,1,0,11
2021,132 ч.2,Статья 132 ч. 2,319,0,300,17,0,0,0,0,5
2023,132 ч.2,Статья 132 часть 2,242,0,227,13,0,0,0,0,8
2019,132 ч.4,Статья 132 часть 4 УК РФ,1266,8,1251,0,7,4,0,0,0
2018,132 ч.5,Статья 132 часть 5 УК РФ,42,0,41,0,0,0,0,0,1
2024,132 ч.2,Статья 132 часть 2,295,0,283,8,0,0,0,0,7
2020,132 ч.3,Статья 132 часть 3 УК РФ,181,0,170,9,0,0,0,0,0
2022,132 ч.2,Статья 132 ч. 2,262,0,250,5,0,0,0,0,6
2021,132 ч.3,Статья 132 ч. 3,216,2,200,14,1,0,0,0,12
2023,132 ч.3,Статья 132 часть 3,262,7,249,9,3,0,0,0,19
2019,132 ч.5,Статья 132 часть 5 УК РФ,44,0,44,0,0,0,0,0,0
2018,133 ч.1,Статья 133 часть 1 УК РФ,12,0,2,0,0,2,1,4,0
2024,132 ч.3,Статья 132 часть 3,285,0,276,8,0,0,0,0,16
2020,132 ч.4,Статья 132 часть 4 УК РФ,1048,4,1038,1,2,0,2,1,0
2022,132 ч.3,Статья 132 ч. 3,243,0,235,8,0,0,0,0,14
2021,132 ч.4,Статья 132 ч. 4,1386,5,1363,2,14,1,0,1,181
2023,132 ч.4,Статья 132 часть 4,1726,7,1701,1,12,1,0,4,186
2019,133 ч.1,Статья 133 часть 1 УК РФ,15,0,1,4,0,2,3,3,6
2018,133 ч.2,Статья 133 часть 2 УК РФ,20,0,11,5,0,0,0,1,0
2024,132 ч.4,Статья 132 часть 4,1618,11,1601,1,9,0,2,1,157
2020,132 ч.5,Статья 132 часть 5 УК РФ,37,0,37,0,0,0,0,0,0
2022,132 ч.4,Статья 132 ч. 4,1550,16,1531,1,7,3,1,3,222
2021,132 ч.5,Статья 132 ч. 5,30,0,30,0,0,0,0,0,0
2023,132 ч.5,Статья 132 часть 5,175,0,173,0,1,0,0,1,20
2019,133 ч.2,Статья 133 часть 2 УК РФ,15,0,6,8,0,0,0,0,11
2018,134 ч.1,Статья 134 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2024,132 ч.5,Статья 132 часть 5,252,0,247,0,1,0,0,0,49
2020,133 ч.1,Статья 133 часть 1 УК РФ,17,0,1,3,0,6,2,4,0
2022,132 ч.5,Статья 132 ч. 5,52,0,52,0,0,0,0,0,6
2021,133 ч.1,Статья 133 ч. 1,11,0,3,2,0,2,2,2,0
2023,133 ч.1,Статья 133 часть 1,10,0,0,0,0,4,1,5,0
2019,134 ч.1,Статья 134 часть 1 УК РФ,0,0,0,0,0,0,0,0,0
2018,134 ч.2,Статья 134 часть 2 УК РФ,2,0,2,0,0,0,0,0,0
2024,133 ч.1,Статья 133 часть 1,12,0,1,0,0,3,4,3,0
2020,133 ч.2,Статья 133 часть 2 УК РФ,15,0,7,7,0,0,0,0,0
2022,133 ч.1,Статья 133 ч. 1,15,0,2,1,1,4,2,5,0
2021,133 ч.2,Статья 133 ч. 2,38,0,20,16,1,0,0,0,0
2023,133 ч.2,Статья 133 часть 2,15,0,5,7,1,0,0,0,0
2019,134 ч.1,Статья 134 часть 1 УК РФ,2108,1,217,477,238,10,3,844,386
2018,134 ч.3,Статья 134 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2024,133 ч.2,Статья 133 часть 2,21,0,5,9,2,0,0,0,0
2020,134 ч.1,Статья 134 часть 1 УК РФ,1931,1,194,408,207,16,2,840,0
2022,133 ч.2,Статья 133 ч. 2,32,0,14,17,0,0,0,1,0
2021,134 ч.1,Статья 134 ч. 1,2,0,1,0,0,0,0,0,0
2023,133 ч.3,Статья 133 часть 3,13,0,7,4,1,0,1,0,0
2019,134 ч.2,Статья 134 часть 2 УК РФ,1,0,0,1,0,0,0,0,0
2018,134 ч.4,Статья 134 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2024,133 ч.3,Статья 133 часть 3,15,0,10,4,0,0,0,0,0
2020,134 ч.2,Статья 134 часть 2 УК РФ,14,0,6,7,0,0,0,0,0
2022,133 ч.3,Статья 133 ч. 3,0,0,0,0,0,0,0,0,0
2021,134 ч.2,Статья 134 ч. 2,1,0,0,1,0,0,0,0,0
2023,134 ч.1,Статья 134 часть 1,0,0,0,0,0,0,0,0,0
2019,134 ч.2,Статья 134 часть 2 УК РФ,21,0,12,8,1,0,0,0,0
2018,134 ч.1,Статья 134 часть 1 УК РФ,2280,1,245,509,311,12,0,839,13
2024,134 ч.1,Статья 134 часть 1,0,0,0,0,0,0,0,0,0
2020,134 ч.3,Статья 134 часть 3 УК РФ,238,1,193,13,12,1,12,3,0
2022,134 ч.1,Статья 134 ч. 1,2329,0,199,426,253,24,0,1146,22
2021,134 ч.3,Статья 134 ч. 3,0,0,0,0,0,0,0,0,0
2023,134 ч.2,Статья 134 часть 2,0,0,0,0,0,0,0,0,0
2019,134 ч.3,Статья 134 часть 3 УК РФ,0,0,0,0,0,0,0,0,0
2018,134 ч.2,Статья 134 часть 2 УК РФ,14,0,10,4,0,0,0,0,1
2024,134 ч.2,Статья 134 часть 2,0,0,0,0,0,0,0,0,0
2020,134 ч.4,Статья 134 часть 4 УК РФ,12,0,10,2,0,0,0,0,0
2022,134 ч.2,Статья 134 ч. 2,19,0,12,4,0,0,0,0,3
2021,134 ч.4,Статья 134 ч. 4,0,0,0,0,0,0,0,0,0
2023,134 ч.3,Статья 134 часть 3,0,0,0,0,0,0,0,0,0
2019,134 ч.3,Статья 134 часть 3 УК РФ,257,0,221,17,8,1,6,3,0
2018,134 ч.3,Статья 134 часть 3 УК РФ,296,2,254,21,15,0,3,2,7
2024,134 ч.3,Статья 134 часть 3,0,0,0,0,0,0,0,0,0
2020,134 ч.5,Статья 134 часть 5 УК РФ,2,1,2,0,0,0,0,0,0
2022,134 ч.3,Статья 134 ч. 3,325,0,272,13,13,1,17,5,10
2021,134 ч.1,Статья 134 ч. 1,2256,0,238,430,229,24,0,1079,15
2023,134 ч.4,Статья 134 часть 4,0,0,0,0,0,0,0,0,0
2019,134 ч.4,Статья 134 часть 4 УК РФ,0,0,0,0,0,0,0,0,0
2018,134 ч.4,Статья 134 часть 4 УК РФ,18,0,17,1,0,0,0,0,0
2024,134 ч.4,Статья 134 часть 4,0,0,0,0,0,0,0,0,0
2020,134 ч.6,Статья 134 часть 6 УК РФ,0,0,0,0,0,0,0,0,0
